Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
128.5,140.0,1,19,38,1,1,1,8,8,13.40375,1
100.0,120.0,1,37,38,0,1,1,5,0,0.0,1
110.0,110.0,19,37,37,0,2,1,5,0,0.0,0
111.1,117.0,1,19,38,0,1,1,6,0,0.0,1
143.0,140.0,39,38,37,0,1,1,6,6,13.333333333333334,1
113.1,118.0,1,1,19,1,1,1,7,7,13.79857142857143,1
126.9,144.0,1,37,38,0,1,1,5,5,13.2,1
149.5,154.0,1,37,37,1,1,1,7,7,14.9125,1
159.3,167.0,1,37,37,0,1,1,5,5,14.714285714285714,1
150.0,150.0,39,37,37,1,1,1,6,6,12.5,1
138.3,133.1,19,37,1,0,2,1,5,3,11.333333333333334,1
122.0,123.0,1,1,19,0,1,1,5,3,12.333333333333334,1
118.4,148.0,1,1,19,1,1,1,5,5,13.4,1
118.3,125.0,1,19,38,0,1,1,8,5,12.002,1
100.0,136.0,1,3,3,0,1,1,7,7,13.6125,1
110.5,120.0,1,38,37,0,2,1,6,6,11.833333333333334,1
137.1,135.0,1,19,12,1,1,1,6,6,13.333333333333334,1
120.4,133.0,1,3,19,1,1,1,5,5,14.8,1
116.5,113.0,1,1,37,1,1,1,6,6,12.833333333333334,1
140.0,140.0,39,1,1,1,1,1,6,6,12.0,1
121.4,135.0,1,19,19,0,1,1,5,3,12.333333333333334,1
119.8,117.0,1,4,12,1,1,1,7,7,13.877142857142855,1
125.1,130.0,1,1,1,1,1,1,7,7,13.78,1
110.2,113.0,1,1,1,1,1,1,6,4,11.5,1
120.0,100.0,1,37,37,0,4,1,5,5,10.6,1
127.4,127.0,1,19,19,1,1,1,6,6,11.166666666666666,1
129.4,135.0,1,19,1,1,3,1,5,0,0.0,1
146.5,151.0,1,1,1,0,1,2,6,6,13.333333333333334,1
122.4,135.0,1,1,38,0,1,1,5,5,10.875,1
99.5,133.1,19,38,37,1,2,1,7,1,16.0,0
133.4,125.0,1,38,38,1,1,1,6,6,12.0,1
132.2,143.0,1,19,38,1,1,1,5,5,13.75,1
133.3,142.0,1,1,1,1,1,1,0,0,0.0,1
120.0,120.0,39,4,4,0,1,6,6,3,11.666666666666666,0
113.7,120.0,1,19,37,1,1,1,7,5,12.2,0
129.5,127.0,1,19,38,1,1,1,7,6,12.333333333333334,1
100.0,133.1,19,2,1,0,1,1,5,0,0.0,1
135.8,140.0,1,37,37,1,1,1,15,15,10.8,1
121.7,133.1,19,19,39,0,2,1,5,0,0.0,0
111.8,109.0,1,2,3,1,1,1,6,6,11.571428571428571,1
150.0,150.0,39,3,37,0,1,1,6,0,0.0,1
133.5,143.0,1,37,38,1,5,1,8,7,12.114285714285714,1
129.1,135.0,1,1,19,0,1,1,6,6,14.666666666666666,1
130.0,130.0,3,1,4,0,2,1,5,5,11.0,1
110.0,170.0,12,1,37,0,1,1,6,6,14.142857142857142,1
155.5,160.0,1,38,37,1,1,1,6,6,12.833333333333334,1
109.4,115.0,1,1,19,1,1,1,6,6,12.666666666666666,1
122.5,134.0,1,1,38,1,1,1,6,6,14.0,1
95.0,120.0,1,37,37,0,4,1,6,6,11.0,1
128.9,131.0,1,37,38,0,1,1,5,5,11.6,1
133.0,140.0,1,19,38,0,2,1,9,9,12.8,1
141.0,127.0,1,19,38,1,1,1,6,6,15.166666666666666,1
132.4,125.0,1,3,3,0,1,1,5,4,11.75,1
136.0,100.0,1,1,19,1,1,1,7,7,14.355555555555554,1
152.4,165.0,1,37,38,1,1,1,6,6,15.5,1
123.7,140.0,1,19,37,0,1,1,5,5,11.714285714285714,1
110.0,130.0,1,1,3,0,1,1,18,13,13.714285714285714,1
142.5,140.0,1,37,37,1,1,1,6,6,13.333333333333334,1
121.0,137.0,1,3,38,0,2,1,8,7,14.725714285714288,1
115.8,127.0,1,2,37,1,1,1,6,0,0.0,0
106.0,140.0,1,37,38,1,1,1,7,5,12.36,0
120.3,130.0,1,37,37,0,2,1,7,0,0.0,1
115.5,133.1,1,38,19,1,1,1,8,7,13.024285714285714,1
121.3,127.0,1,19,37,1,1,1,8,7,12.464285714285714,1
176.7,170.0,1,19,19,1,1,1,0,0,0.0,1
150.0,150.0,39,1,38,1,1,1,6,4,11.8,1
131.3,140.0,1,19,19,0,1,1,6,6,12.666666666666666,1
100.0,100.0,1,37,37,1,2,1,4,0,0.0,1
155.3,142.0,1,11,11,0,1,1,5,5,15.2,1
133.2,143.0,1,1,38,1,1,1,7,7,13.918571428571427,1
120.0,120.0,3,37,37,0,1,1,13,13,14.307692307692308,1
127.1,139.0,1,19,19,0,2,1,5,5,11.8,1
122.3,131.0,1,1,37,1,1,1,6,6,12.166666666666666,0
120.7,127.0,1,37,38,1,1,1,0,0,0.0,1
116.7,114.0,1,37,37,0,2,1,5,4,13.333333333333334,1
137.9,140.0,1,19,37,1,1,1,0,0,0.0,0
120.0,130.0,1,1,38,0,1,1,7,6,14.566666666666668,1
158.3,167.0,1,1,1,1,1,1,6,6,15.166666666666666,1
138.4,133.1,1,6,11,0,1,1,5,3,14.0,1
124.3,140.0,1,19,19,1,1,1,5,4,10.75,1
150.0,150.0,39,3,19,0,1,1,6,0,0.0,1
162.3,133.1,1,1,19,1,1,1,6,2,11.0,1
113.9,124.0,1,3,19,1,1,1,6,5,15.0,1
111.6,114.0,1,1,1,1,1,1,6,6,12.5,1
120.0,120.0,1,37,37,1,1,1,5,0,0.0,0
120.0,133.1,12,19,38,1,1,1,5,0,0.0,0
135.6,133.1,19,37,37,0,2,1,6,5,11.4,1
154.6,150.0,1,3,3,1,1,1,12,12,12.333333333333334,1
124.8,129.0,1,5,3,1,1,1,6,6,14.5,1
153.0,160.0,1,19,1,1,1,1,7,6,13.116666666666667,1
120.0,110.0,12,37,37,0,2,1,6,6,11.666666666666666,1
155.0,133.1,1,1,1,0,1,1,6,5,13.0,1
126.8,141.0,1,19,1,1,1,1,8,7,12.944285714285714,1
141.4,154.0,1,38,37,0,1,1,6,6,15.0,1
110.8,116.0,1,38,19,1,1,1,6,0,0.0,1
126.2,143.0,1,19,37,1,1,1,6,6,13.333333333333334,1
161.9,151.0,1,3,3,1,1,41,0,0,0.0,1
101.7,102.0,1,3,1,1,1,1,6,6,13.5,1
110.8,116.0,1,1,1,1,1,1,6,6,12.833333333333334,1
115.6,124.0,1,38,38,0,1,1,5,5,12.375,1
114.9,125.0,1,19,38,0,1,1,6,6,11.5,1
157.0,133.1,19,2,1,1,2,1,5,4,14.0,1
123.0,133.1,1,19,19,0,1,1,6,6,10.833333333333334,0
111.3,120.0,1,38,19,1,1,1,5,5,12.6,1
122.8,126.0,1,37,37,1,1,1,8,8,12.93375,1
107.4,113.0,1,38,19,1,1,1,6,6,12.166666666666666,1
100.0,133.1,1,3,1,0,1,1,8,7,12.75,1
115.1,120.0,1,37,37,1,1,1,6,3,11.0,0
133.0,141.0,1,37,19,1,1,1,6,5,12.4,1
140.4,120.0,1,1,19,0,1,1,6,5,11.4,1
106.0,133.1,1,19,19,1,1,1,6,6,12.571428571428571,1
109.5,106.0,1,19,37,1,1,1,7,7,13.025,1
178.0,133.1,1,37,38,1,1,1,6,6,13.333333333333334,1
125.1,130.0,1,37,37,0,1,1,9,8,13.555555555555555,1
128.2,133.1,12,34,34,0,1,1,5,0,0.0,0
123.5,135.0,1,1,19,1,1,1,7,7,12.285714285714286,1
116.0,133.1,19,19,4,1,1,1,7,0,0.0,1
151.3,146.0,1,1,1,1,1,1,12,12,12.75,1
127.6,116.0,1,1,19,1,1,1,6,6,13.857142857142858,1
123.8,136.0,1,1,1,1,1,1,8,7,13.314285714285717,1
134.0,120.0,1,37,37,0,2,1,6,6,12.333333333333334,1
120.4,127.0,1,1,19,1,1,1,5,2,10.0,1
127.6,130.0,1,37,36,0,1,1,5,4,14.25,1
127.3,133.0,1,38,19,1,1,1,8,7,12.628571428571428,1
113.0,130.0,1,37,37,1,1,1,6,1,13.0,0
120.1,125.0,1,37,37,0,1,1,6,6,12.5,1
147.7,156.0,1,3,3,1,1,1,12,12,15.333333333333334,1
160.0,110.0,1,1,1,1,1,1,6,6,16.428571428571427,1
101.0,133.1,1,1,38,0,1,1,11,9,11.9,1
112.4,119.0,1,34,34,1,1,1,7,7,11.571428571428571,1
97.0,133.1,19,19,1,0,1,1,5,0,0.0,0
125.3,135.0,1,38,37,1,1,1,8,7,11.785714285714286,1
130.0,100.0,3,37,37,0,4,1,6,5,12.2,1
111.4,111.0,1,19,38,1,1,1,6,4,11.0,0
100.0,100.0,1,35,37,0,1,1,6,4,13.5,1
159.0,130.0,1,19,3,0,1,1,6,5,11.6,1
108.6,120.0,1,1,1,0,1,1,7,5,12.0,0
123.0,138.0,1,1,3,1,1,1,6,6,15.538461538461538,1
122.3,130.0,1,1,38,1,1,1,5,5,14.333333333333334,1
140.0,140.0,40,37,37,0,1,1,5,5,14.0,1
126.5,137.0,1,38,38,1,1,1,8,8,13.76375,1
110.0,110.0,40,37,37,0,5,1,15,13,10.923076923076923,1
128.0,141.0,1,19,1,0,1,1,8,0,0.0,1
164.9,154.0,1,1,3,0,1,1,6,6,14.0,1
112.5,133.1,12,37,1,0,1,1,13,6,11.333333333333334,1
124.6,137.0,1,1,3,0,1,1,7,7,13.398,1
130.8,150.0,1,19,38,1,1,1,8,7,13.614285714285714,1
112.5,133.1,1,37,37,0,1,1,7,6,14.666666666666666,1
133.0,100.0,1,37,37,0,2,1,6,5,11.4,1
122.1,128.0,1,38,38,0,1,1,6,5,12.8,1
132.8,137.0,1,37,37,1,1,1,6,6,13.333333333333334,1
160.1,145.0,1,40,1,0,1,1,12,12,14.5,1
140.0,140.0,3,3,19,0,1,1,7,0,0.0,1
126.6,136.0,1,1,3,1,1,1,6,6,16.5,1
117.2,128.0,1,19,1,1,1,1,7,6,11.605,1
129.0,123.0,1,38,1,1,1,1,6,6,11.666666666666666,1
136.0,133.1,1,37,37,0,2,1,19,19,12.68421052631579,1
131.3,133.1,1,38,38,1,1,1,6,6,12.285714285714286,1
110.0,133.1,9,34,34,1,1,1,5,0,0.0,0
130.0,130.0,3,37,38,1,1,1,8,8,12.8875,1
120.5,117.0,1,37,37,1,1,1,6,0,0.0,1
168.0,133.1,1,37,37,0,2,1,5,5,15.2,1
131.5,133.1,19,19,19,0,1,1,6,6,11.833333333333334,1
123.0,133.1,19,37,38,0,2,1,7,6,11.833333333333334,1
130.0,150.0,1,19,19,0,2,1,4,2,11.0,0
130.7,138.0,1,19,19,1,1,1,0,0,0.0,1
115.0,130.0,1,1,38,0,1,1,5,0,0.0,1
134.4,133.0,1,34,37,1,1,1,6,6,12.166666666666666,1
133.0,133.1,19,38,37,0,1,1,7,6,12.585714285714284,1
136.4,136.0,1,1,19,0,1,1,7,7,12.8375,1
139.6,127.0,1,2,19,1,1,1,0,0,0.0,0
131.5,143.0,1,5,1,0,1,1,5,4,11.0,1
118.7,126.0,1,38,37,0,1,1,6,6,12.5,1
138.9,141.0,1,1,1,1,1,1,5,5,13.6,1
128.5,140.0,1,19,38,1,1,1,6,6,11.666666666666666,1
110.0,110.0,3,19,19,0,1,1,6,0,0.0,1
132.9,129.0,1,38,37,1,1,1,5,3,11.666666666666666,1
155.9,160.0,39,37,19,0,2,1,6,6,15.714285714285714,1
130.0,130.0,3,37,37,0,1,1,5,0,0.0,0
127.9,131.0,1,38,38,0,1,1,5,5,12.8,1
129.3,145.0,1,3,3,1,1,1,6,6,15.571428571428571,1
128.5,120.0,1,1,1,0,1,1,8,4,10.5,0
115.7,116.0,1,37,1,1,1,1,6,3,11.333333333333334,0
134.9,147.0,1,1,1,0,1,1,7,7,13.642857142857142,1
114.0,140.0,1,34,34,1,1,1,6,1,13.0,0
114.3,115.0,1,19,37,0,1,1,6,4,12.6,1
138.8,143.0,1,38,38,1,1,1,7,7,15.46875,1
139.0,110.0,1,37,37,0,1,1,5,0,0.0,1
113.5,133.1,19,37,37,0,4,1,6,6,13.833333333333334,1
140.0,140.0,3,2,38,1,1,1,5,2,13.0,0
115.8,121.0,1,19,3,1,1,1,5,5,11.6,1
115.5,126.0,1,1,19,1,1,1,7,7,12.135714285714286,1
102.5,133.1,38,19,38,0,1,1,4,0,0.0,0
106.4,112.0,1,1,1,1,1,1,5,5,10.2,1
100.0,143.0,1,19,5,1,1,1,5,3,10.666666666666666,1
130.0,130.0,3,37,37,0,1,1,9,9,14.22222222222222,1
100.0,133.1,1,34,34,1,1,1,6,4,12.25,1
122.6,132.0,1,1,38,1,1,1,6,6,12.285714285714286,1
117.3,112.0,1,38,38,1,1,1,5,4,12.0,1
138.0,130.0,1,19,37,0,2,1,15,12,11.916666666666666,1
137.5,142.0,1,37,38,1,1,1,5,5,12.0,1
126.3,149.0,19,34,34,0,1,1,6,6,13.833333333333334,1
116.3,120.0,39,1,38,1,1,1,7,4,11.5,1
137.6,160.0,1,19,19,1,1,1,5,5,12.6,1
121.5,133.0,1,1,19,1,1,1,7,6,12.396666666666668,1
135.0,143.0,1,19,37,0,1,1,5,5,12.4,1
132.6,141.0,1,1,19,0,1,1,6,6,14.0,1
110.0,110.0,1,38,38,0,5,1,8,0,0.0,0
145.0,145.0,1,19,1,0,1,1,7,7,14.071428571428571,1
141.7,140.0,1,3,3,1,1,1,6,3,10.5,1
152.0,160.0,1,19,37,0,1,1,6,6,14.714285714285714,1
150.3,150.0,39,19,19,0,1,1,5,3,11.333333333333334,1
137.5,149.0,1,3,1,0,1,1,8,7,13.828571428571427,1
116.0,133.1,1,1,3,0,1,1,6,6,11.5,1
119.1,132.0,1,3,3,1,1,1,5,3,10.0,0
141.6,143.0,1,38,38,0,1,1,12,11,13.090909090909092,1
138.1,135.0,1,38,38,0,1,1,6,0,0.0,0
133.9,122.0,1,19,37,1,1,1,13,10,11.454545454545457,1
133.0,133.1,1,9,1,1,1,1,6,0,0.0,1
151.3,160.0,1,9,19,0,1,1,5,3,10.666666666666666,1
130.0,133.1,12,19,1,0,1,1,6,0,0.0,1
123.7,117.0,1,4,19,1,1,1,6,6,12.666666666666666,1
101.3,130.0,1,19,1,1,1,1,6,4,12.8,1
128.5,130.0,42,1,38,0,1,1,12,10,12.7,1
117.8,123.0,1,19,1,1,1,1,6,6,13.833333333333334,1
137.4,144.0,1,38,1,0,1,1,7,7,13.542857142857144,1
119.9,116.0,1,19,19,1,1,1,6,6,12.333333333333334,1
118.9,128.0,1,1,1,1,1,1,7,7,11.5875,1
123.0,136.0,1,19,38,1,1,1,8,7,14.328571428571427,1
133.8,148.0,1,19,19,0,1,1,8,7,13.485714285714284,1
157.0,130.0,1,19,19,1,1,1,6,0,0.0,0
118.4,117.0,1,1,1,0,1,1,6,6,11.833333333333334,1
110.7,118.0,1,4,3,1,1,1,7,7,11.714285714285714,1
114.8,133.1,19,38,38,0,1,1,7,1,10.75,1
142.8,133.1,1,34,34,0,1,1,6,0,0.0,1
138.0,132.0,1,37,38,0,1,1,6,6,13.666666666666666,1
116.8,128.0,1,38,37,1,1,1,6,4,12.0,0
140.0,140.0,39,2,1,0,1,1,6,5,12.142857142857142,1
102.5,133.1,19,38,37,0,1,1,6,0,0.0,0
110.0,150.0,1,1,1,0,1,1,5,2,12.5,1
122.2,133.0,1,19,1,0,1,1,7,6,12.783333333333331,1
114.3,122.0,1,37,37,0,1,1,6,0,0.0,0
113.0,121.0,1,19,19,1,1,1,6,5,12.4,1
110.0,133.1,1,37,37,0,6,1,7,4,11.5,1
133.5,150.0,1,38,37,1,1,1,5,5,13.0,1
106.5,111.0,1,19,3,1,1,1,5,3,10.5,1
128.2,120.0,3,3,3,0,2,1,5,2,11.5,1
124.5,137.0,39,1,1,0,1,1,6,0,0.0,0
127.5,131.0,1,19,1,1,1,1,7,7,13.457142857142856,1
123.7,131.0,1,19,37,0,1,1,6,5,11.666666666666666,1
130.0,130.0,39,3,1,1,1,1,6,4,11.0,1
112.7,120.0,1,38,19,0,1,1,6,6,14.857142857142858,1
116.6,126.0,1,19,19,1,1,1,6,5,11.6,1
111.1,116.0,1,1,19,0,1,1,6,6,12.0,1
141.4,148.0,1,1,1,0,1,1,6,0,0.0,1
118.0,133.1,1,1,37,0,1,1,0,0,0.0,1
152.4,151.0,1,37,37,0,2,1,6,6,11.333333333333334,1
129.3,131.0,1,1,1,0,1,1,8,8,13.875,1
119.6,129.0,1,19,19,1,1,1,7,7,14.00375,1
119.6,133.1,1,19,38,1,1,1,7,6,12.808333333333332,1
142.8,162.0,1,37,19,0,1,1,6,5,13.0,1
148.3,120.0,1,1,19,0,2,1,11,11,14.727272727272728,1
130.0,130.0,39,3,1,1,1,1,6,5,13.285714285714286,0
125.0,139.0,1,19,12,1,1,1,5,3,12.333333333333334,1
118.6,128.0,1,38,38,1,1,1,7,6,11.814285714285717,1
104.0,120.0,1,37,37,0,1,1,5,1,10.0,0
128.4,134.0,1,1,1,1,1,1,7,7,13.471428571428572,1
135.0,130.0,1,19,19,0,1,1,7,6,14.266666666666666,1
100.0,140.0,1,37,37,0,2,1,6,4,11.75,0
121.5,133.1,1,37,37,0,1,1,6,6,13.714285714285714,1
120.0,120.0,3,19,3,1,1,1,8,6,12.25,1
124.2,134.0,1,38,19,0,1,1,6,4,11.25,1
108.0,106.0,1,37,37,1,1,1,5,2,12.0,1
123.4,132.0,1,19,1,0,1,1,7,7,14.604285714285712,1
137.1,135.0,1,1,19,1,1,1,0,0,0.0,1
103.5,133.1,19,37,37,0,2,1,6,0,0.0,1
120.0,120.0,39,3,38,0,1,1,7,6,12.5,1
125.5,120.0,1,37,37,1,4,1,6,6,14.0,1
104.1,109.0,1,19,19,1,1,1,6,2,13.0,0
112.0,120.0,1,1,1,1,1,1,8,7,11.571428571428571,1
114.8,120.0,1,19,19,1,1,1,6,5,11.714285714285714,0
119.1,118.0,1,37,19,1,1,1,5,5,11.6,1
126.4,135.0,1,1,38,1,1,1,12,12,13.25,1
119.5,144.0,1,34,34,0,1,1,5,1,10.0,1
131.4,137.0,1,3,38,0,1,1,5,4,10.0,0
143.2,133.1,1,37,37,0,1,1,5,0,0.0,1
96.0,160.0,1,37,37,0,2,1,5,3,12.333333333333334,0
127.0,120.0,1,37,37,1,1,1,6,6,11.666666666666666,1
132.8,140.0,1,37,37,0,1,1,7,4,12.6,1
112.0,133.1,1,1,1,0,1,1,6,6,12.166666666666666,1
117.8,125.0,1,19,1,1,1,1,7,7,13.03,1
154.0,130.0,1,1,19,1,2,1,5,3,12.0,1
114.0,121.0,1,38,37,1,1,1,5,0,0.0,0
120.0,120.0,3,4,4,0,1,1,6,2,12.0,1
101.0,133.1,1,38,38,0,1,1,7,5,12.87857142857143,1
129.3,131.0,1,34,34,0,1,1,6,0,0.0,1
150.0,120.0,1,1,38,0,1,1,6,0,0.0,1
123.7,138.0,1,37,1,1,1,1,5,4,11.0,1
126.8,124.0,1,38,37,0,1,1,6,5,13.833333333333334,1
116.8,121.0,1,37,19,1,1,1,6,3,11.666666666666666,1
138.9,141.0,1,37,38,0,1,1,6,6,13.714285714285714,1
119.3,130.0,1,37,38,1,1,1,8,7,11.4,1
124.9,138.0,1,19,19,1,1,1,7,7,13.2375,1
125.3,127.0,1,37,37,0,1,1,6,5,10.8,1
117.9,128.0,1,38,37,1,1,1,5,2,13.5,1
126.7,137.0,1,19,37,1,1,1,7,7,13.714285714285714,1
125.5,139.0,1,19,37,0,1,1,8,7,13.514285714285714,1
128.2,100.0,1,34,34,0,2,1,10,10,11.4,1
142.2,138.0,1,1,19,1,1,1,5,5,13.8,1
149.4,133.1,19,19,37,0,1,1,5,2,11.333333333333334,0
95.0,133.1,1,3,1,0,1,1,6,0,0.0,1
100.0,133.1,19,1,1,0,1,1,5,5,11.2,0
126.3,128.0,1,19,2,1,1,1,6,6,13.166666666666666,1
118.4,130.0,1,38,19,0,1,1,16,13,12.076923076923077,1
153.5,100.0,1,37,37,0,1,1,5,0,0.0,0
110.0,118.0,1,43,3,1,1,1,6,6,12.0,1
119.6,122.0,1,3,1,1,1,1,6,6,13.625,1
140.0,140.0,39,38,37,0,1,1,0,0,0.0,0
150.0,150.0,3,3,1,1,1,1,5,1,11.0,1
126.0,134.0,1,38,37,0,1,1,6,5,11.833333333333334,0
121.7,135.0,1,38,19,1,1,1,5,4,11.5,1
110.0,150.0,1,19,1,1,1,1,14,14,13.072857142857144,1
142.2,139.0,1,1,38,1,1,1,6,6,12.833333333333334,1
125.7,126.0,1,38,1,1,1,1,6,6,11.0,1
113.5,117.0,1,1,38,1,1,1,5,4,11.5,1
121.8,120.0,39,19,37,1,1,1,6,6,12.5,1
126.8,141.0,1,1,37,1,1,1,7,7,13.44285714285714,1
100.0,133.1,19,3,1,1,1,1,6,3,11.75,1
124.0,124.0,1,19,37,0,1,1,4,0,0.0,0
128.2,133.1,1,4,19,0,1,1,11,11,15.090909090909092,1
125.4,124.0,1,37,37,1,1,1,6,6,13.5,1
162.2,159.0,1,3,1,1,1,1,0,0,0.0,0
183.5,180.0,1,5,3,1,1,103,7,4,12.0,1
120.5,118.0,1,1,19,1,1,1,5,3,13.333333333333334,1
136.6,120.0,1,2,4,0,1,1,7,5,11.94,1
129.0,129.0,1,1,1,0,1,1,6,6,12.0,0
127.8,132.0,1,2,1,0,1,1,6,6,12.0,1
129.7,143.0,1,1,3,1,1,1,4,0,0.0,1
152.0,160.0,1,3,38,1,1,1,5,0,0.0,0
135.3,140.0,42,3,38,0,1,1,12,11,12.090909090909092,1
127.3,136.0,1,38,38,1,1,1,0,0,0.0,1
156.3,156.0,1,38,37,0,1,1,8,8,15.63375,1
149.3,157.0,1,19,38,0,1,1,8,8,14.035,1
132.9,135.0,1,3,3,1,1,1,6,6,16.333333333333332,0
130.0,130.0,3,37,37,0,1,1,7,0,0.0,1
117.8,130.0,1,38,37,1,1,1,8,7,15.885714285714286,1
118.0,133.1,1,19,19,0,1,1,6,6,14.0,1
119.3,136.0,1,19,38,1,1,1,8,7,13.214285714285714,1
117.8,130.0,1,37,38,0,1,1,5,2,11.5,1
126.2,130.0,1,19,38,0,1,1,6,6,11.333333333333334,1
120.0,133.1,19,38,38,0,2,1,7,2,10.75,1
118.0,133.1,1,19,1,0,1,1,6,6,11.666666666666666,1
134.7,148.0,1,38,19,1,1,1,6,6,17.0,1
119.0,126.0,1,1,1,1,1,1,6,1,12.0,1
108.5,120.0,1,37,37,0,1,1,7,0,0.0,1
172.0,160.0,43,3,39,0,1,1,6,0,0.0,1
122.6,130.0,1,37,11,0,1,1,5,5,13.0,1
130.0,130.0,40,19,19,0,1,1,10,8,12.666666666666666,1
128.8,141.0,1,19,1,1,1,1,6,5,11.6,1
100.0,120.0,1,1,19,0,1,1,5,4,10.5,1
133.6,145.0,1,1,1,1,1,1,7,7,13.087142857142856,1
122.5,120.0,3,37,37,0,2,1,5,0,0.0,0
130.0,133.1,1,19,37,0,1,1,6,5,13.4,0
111.3,120.0,1,1,19,0,1,1,13,10,11.5,1
138.1,157.0,1,3,1,1,1,1,6,6,12.666666666666666,1
112.9,110.0,2,37,37,0,1,1,15,14,10.928571428571429,1
124.1,140.0,1,3,1,0,1,1,5,5,14.5,1
133.0,160.0,1,37,37,1,1,1,8,7,14.314285714285717,1
155.6,150.0,1,1,1,0,1,1,7,7,14.3,1
180.0,180.0,39,1,3,0,1,1,6,6,15.833333333333334,1
106.4,112.0,1,43,40,0,1,1,5,0,0.0,1
125.5,141.0,1,19,38,0,1,1,8,8,12.86,1
135.8,140.0,1,10,19,1,1,1,5,5,13.333333333333334,1
127.9,116.0,1,19,19,0,1,1,5,2,13.0,0
116.5,128.0,1,3,3,0,1,1,5,5,11.6,1
160.6,170.0,1,38,19,1,1,1,0,0,0.0,1
110.2,120.0,1,1,19,0,1,1,7,7,12.228571428571428,1
130.0,130.0,3,38,37,0,1,1,6,0,0.0,1
145.0,138.0,1,37,37,1,1,1,5,5,13.0,1
131.0,140.0,19,37,37,0,4,1,6,4,11.75,1
136.0,133.1,1,38,37,1,1,1,0,0,0.0,1
119.9,130.0,1,38,19,1,1,1,5,0,0.0,1
155.3,143.0,1,12,12,1,1,1,0,0,0.0,1
132.8,148.0,1,3,1,0,1,1,8,7,14.537142857142856,1
120.4,133.0,1,38,38,1,1,1,5,4,12.0,1
100.0,161.0,1,37,37,1,1,1,5,0,0.0,1
142.4,126.0,1,34,34,0,1,1,6,0,0.0,1
115.0,120.0,1,19,19,1,1,1,5,1,10.0,1
134.6,150.0,1,38,19,0,1,1,0,0,0.0,1
120.0,133.1,19,19,37,0,1,1,8,8,13.3675,1
119.1,132.0,1,6,6,1,1,1,5,1,13.0,1
106.1,105.0,1,1,19,1,1,1,6,5,11.0,1
128.2,133.1,9,34,34,0,2,1,5,0,0.0,1
98.7,120.0,1,37,37,0,1,1,5,3,10.0,1
128.8,134.0,1,3,19,0,1,1,5,5,13.375,1
151.6,147.0,1,12,19,1,1,1,0,0,0.0,1
117.8,130.0,1,37,37,1,1,1,5,3,13.0,1
128.0,138.0,1,19,1,1,1,1,7,7,14.20857142857143,1
126.7,141.0,1,1,19,1,1,1,8,7,14.314285714285717,1
126.2,130.0,1,2,1,1,1,1,6,6,14.333333333333334,1
125.7,120.0,1,37,37,0,2,1,6,4,12.25,0
136.8,156.0,1,19,1,1,1,1,6,6,14.0,1
114.5,125.0,1,19,19,1,1,1,7,6,11.983333333333334,1
154.5,140.0,1,1,37,0,1,1,1,0,0.0,1
142.3,165.0,1,19,37,0,1,1,8,7,14.428571428571429,1
142.0,154.0,1,19,19,0,1,1,8,7,13.714285714285714,1
140.0,140.0,1,34,34,0,2,1,5,0,0.0,0
146.7,153.0,1,1,38,0,1,1,5,5,16.2,1
114.8,133.1,19,37,37,0,2,1,5,5,11.857142857142858,1
140.0,140.0,1,3,3,1,1,24,8,7,11.328571428571427,0
138.9,141.0,1,37,37,0,1,1,6,6,13.333333333333334,1
149.5,160.0,1,37,12,1,1,1,6,6,13.0,0
130.0,131.0,1,38,19,1,1,1,5,5,12.8,1
119.9,130.0,1,19,19,1,1,1,7,7,13.78,1
142.3,157.0,1,3,38,0,1,1,5,4,12.75,1
120.0,120.0,3,1,39,0,1,1,5,2,14.0,1
128.4,142.0,1,38,19,0,1,1,6,6,11.875,1
130.0,100.0,1,38,38,0,2,6,7,7,11.0,1
130.0,130.0,39,38,38,0,1,1,6,4,11.8,0
131.5,121.0,1,19,37,0,1,1,5,0,0.0,1
113.1,119.0,1,37,37,1,1,1,5,0,0.0,0
116.3,160.0,1,3,1,1,1,1,6,5,12.6,1
134.9,144.0,1,3,1,1,1,1,6,6,10.857142857142858,1
116.1,115.0,1,3,1,1,1,24,6,6,13.5,1
126.8,135.0,1,19,19,1,1,1,7,0,0.0,1
119.2,123.0,1,12,1,1,1,1,6,5,13.5,1
125.5,130.0,1,37,19,1,1,41,6,6,14.166666666666666,1
107.8,108.0,1,19,1,1,1,1,7,6,12.357142857142858,1
136.7,143.0,1,1,38,1,1,1,6,6,13.833333333333334,1
127.6,137.0,1,1,1,1,1,1,7,7,13.528571428571428,1
130.8,128.0,1,1,1,1,1,1,5,4,15.0,1
119.5,124.0,1,4,12,1,1,11,5,5,14.8,1
126.0,132.0,1,19,2,1,1,1,7,6,12.183333333333332,1
100.0,150.0,1,19,19,0,1,1,6,5,13.0,1
124.3,132.0,1,38,1,0,1,1,6,0,0.0,1
116.5,127.0,1,3,1,0,1,1,6,0,0.0,1
125.8,135.0,1,3,3,1,1,1,8,7,13.154285714285717,1
125.6,127.0,1,1,38,0,1,1,6,1,14.0,1
127.0,135.0,1,38,38,1,1,1,6,6,12.25,1
117.0,125.0,1,19,19,1,1,1,6,3,12.0,1
