Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Target
138.1,158.0,1,37,37,1,1,1,6,4,12.5,1,Dropout
117.3,116.0,1,3,1,1,1,1,0,0,0.0,1,Dropout
106.8,112.0,1,1,37,1,1,1,7,6,13.533333333333331,1,Graduate
120.1,126.0,1,1,19,0,1,1,6,6,13.166666666666666,1,Graduate
116.5,120.0,1,19,19,1,1,1,6,5,13.2,1,Graduate
139.7,153.0,1,1,19,1,1,1,7,7,13.428571428571429,1,Graduate
123.7,124.0,1,19,1,1,1,1,6,6,12.714285714285714,1,Graduate
116.5,127.0,1,3,1,0,1,1,6,0,0.0,1,Dropout
122.2,126.0,1,12,38,0,1,1,6,6,13.666666666666666,1,Graduate
146.0,133.1,1,38,19,0,1,1,6,5,11.0,1,Graduate
123.8,130.0,1,1,1,0,1,1,5,4,12.0,1,Graduate
120.0,127.0,1,19,19,0,1,1,6,0,0.0,1,Dropout
126.9,143.0,1,37,38,1,1,1,6,5,11.0,1,Graduate
121.3,130.0,1,19,19,1,1,1,6,5,12.0,1,Dropout
129.0,136.0,1,19,1,1,1,1,7,7,13.308571428571428,1,Graduate
114.9,125.0,1,37,37,1,1,1,6,3,13.666666666666666,0,Dropout
106.5,110.0,3,12,3,1,1,1,6,0,0.0,0,Dropout
133.9,130.0,1,37,38,1,1,1,6,5,12.2,1,Graduate
124.9,135.0,1,1,4,0,1,1,6,6,12.666666666666666,1,Graduate
128.5,133.0,1,19,37,1,1,1,8,8,14.07125,1,Graduate
126.2,122.0,6,19,19,1,1,1,5,4,14.25,1,Dropout
121.7,122.0,1,19,19,1,1,1,6,0,0.0,0,Dropout
120.3,128.0,1,19,19,1,1,1,6,2,13.0,1,Graduate
127.8,139.0,1,37,38,1,1,1,0,0,0.0,1,Dropout
123.3,124.0,1,34,34,1,1,1,8,7,14.901428571428571,1,Dropout
126.3,135.0,1,38,19,1,1,1,7,7,12.65,1,Graduate
128.2,110.0,42,19,37,0,1,1,12,7,11.0,0,Dropout
134.9,138.0,1,19,36,1,1,1,5,4,12.4,1,Graduate
140.0,140.0,39,38,38,0,1,1,6,6,12.0,1,Graduate
115.5,126.0,1,1,19,1,1,1,7,7,12.135714285714286,1,Graduate
136.6,145.0,1,19,19,0,1,1,7,6,13.766666666666666,1,Graduate
119.3,124.0,1,38,37,1,1,1,8,8,13.11625,1,Graduate
152.0,160.0,1,3,38,1,1,1,5,0,0.0,0,Dropout
144.3,138.0,1,38,19,0,1,1,7,6,12.7,1,Graduate
129.5,127.0,1,19,38,1,1,1,7,6,12.333333333333334,1,Graduate
105.4,111.0,1,1,1,0,1,1,5,5,13.333333333333334,1,Graduate
136.0,100.0,1,1,19,1,1,1,7,7,14.355555555555554,1,Graduate
160.0,160.0,39,37,38,0,1,1,6,6,13.0,1,Graduate
139.1,152.0,1,38,37,0,1,1,6,6,12.833333333333334,1,Graduate
126.9,144.0,1,37,38,0,1,1,5,5,13.2,1,Graduate
184.0,133.8,3,3,37,0,1,1,7,7,17.005555555555556,1,Graduate
125.0,125.0,1,37,38,1,1,1,6,5,10.6,0,Graduate
138.5,150.0,1,37,37,0,1,1,5,5,14.0,1,Graduate
133.5,143.0,1,37,38,1,5,1,8,7,12.114285714285714,1,Graduate
141.5,145.0,1,19,37,1,1,1,8,8,13.05875,1,Graduate
130.0,120.0,1,1,2,1,1,1,8,7,13.285714285714286,1,Graduate
145.0,145.0,1,19,1,0,1,1,7,7,14.071428571428571,1,Graduate
114.3,122.0,1,37,37,0,1,1,6,0,0.0,0,Dropout
108.3,110.0,39,37,37,0,1,1,9,4,11.25,0,Dropout
125.2,136.0,1,37,38,1,1,1,6,6,14.0,1,Graduate
131.7,145.0,1,1,38,1,1,1,6,6,12.166666666666666,1,Dropout
126.3,141.0,1,38,37,1,1,1,8,7,13.297142857142855,1,Graduate
147.6,149.0,1,19,19,1,1,1,6,6,13.923076923076923,1,Graduate
125.1,130.0,1,38,19,1,1,1,7,7,13.37,1,Graduate
130.8,128.0,1,1,1,1,1,1,5,4,15.0,1,Dropout
154.1,152.0,1,19,19,0,1,1,6,6,13.333333333333334,1,Graduate
103.5,107.0,1,19,11,1,1,1,6,5,13.4,1,Graduate
100.0,141.0,1,19,38,0,1,1,5,4,11.5,1,Graduate
133.8,148.0,1,19,19,0,1,1,8,7,13.485714285714284,1,Graduate
118.5,130.0,1,12,19,0,1,1,6,6,12.0,1,Graduate
150.3,145.0,1,37,37,1,1,1,0,0,0.0,1,Dropout
120.5,135.0,1,1,37,1,1,1,8,7,13.258571428571427,1,Graduate
120.6,123.0,1,38,37,1,1,1,6,3,11.666666666666666,0,Dropout
118.7,126.0,1,38,37,1,1,1,6,6,13.571428571428571,1,Graduate
130.8,150.0,1,1,37,0,1,41,6,5,11.8,1,Graduate
112.6,121.0,1,19,19,1,1,1,5,5,14.2,1,Graduate
117.2,133.1,19,37,37,0,1,1,5,5,11.0,1,Graduate
131.8,139.0,1,38,1,1,1,1,8,7,14.652857142857142,1,Graduate
97.0,160.0,1,37,37,0,4,1,6,6,11.333333333333334,1,Graduate
130.0,110.0,1,37,37,0,1,1,7,4,13.7,0,Dropout
148.0,140.0,40,19,37,0,1,1,11,11,13.727272727272728,1,Graduate
103.4,130.0,3,3,37,0,2,1,7,7,11.75,1,Dropout
127.1,132.0,1,19,19,0,1,1,6,6,12.333333333333334,1,Graduate
124.0,139.0,1,3,1,1,1,1,6,6,14.0,1,Dropout
121.4,135.0,1,19,37,0,1,1,5,4,11.5,1,Graduate
118.1,117.0,1,38,19,0,1,1,5,5,11.2,1,Graduate
121.3,137.0,1,1,19,1,1,1,8,7,15.07,1,Graduate
119.5,144.0,1,34,34,0,1,1,5,1,10.0,1,Dropout
130.2,140.0,1,1,37,1,1,1,6,4,13.0,1,Graduate
130.0,130.0,1,19,1,1,1,1,6,4,11.0,1,Dropout
126.9,130.0,1,37,37,1,1,1,6,6,13.571428571428571,1,Graduate
168.5,152.0,1,2,1,1,1,101,6,5,14.6,1,Graduate
130.0,133.1,1,37,37,0,4,1,7,3,11.833333333333334,1,Dropout
122.8,140.0,1,38,37,0,1,1,7,7,12.625,1,Graduate
110.0,133.1,1,37,37,0,6,1,7,4,11.5,1,Dropout
127.1,140.0,1,1,1,1,1,1,5,4,13.25,1,Graduate
108.5,133.1,1,19,19,1,1,1,7,7,12.60625,1,Graduate
138.2,140.0,42,19,38,0,1,1,10,8,13.75,0,Dropout
124.5,135.0,1,19,19,0,1,1,6,5,11.142857142857142,1,Graduate
132.3,140.0,1,37,37,1,1,1,5,1,10.0,1,Dropout
120.7,128.0,1,19,1,1,1,1,6,6,11.666666666666666,1,Graduate
132.6,141.0,1,1,19,0,1,1,6,6,14.0,1,Graduate
140.0,140.0,3,34,34,0,1,1,5,0,0.0,1,Dropout
124.5,139.0,1,1,1,1,1,1,8,7,12.04142857142857,1,Graduate
142.0,142.0,1,19,19,1,1,1,0,0,0.0,1,Graduate
130.0,130.0,40,1,1,0,1,1,13,13,13.76923076923077,1,Graduate
144.0,130.0,1,38,37,0,2,1,18,18,15.444444444444445,1,Graduate
140.0,140.0,3,37,2,0,1,1,3,2,10.0,0,Dropout
113.9,120.0,1,1,37,1,1,1,6,4,12.25,1,Dropout
137.2,147.0,1,1,19,0,1,1,6,6,14.5,0,Graduate
140.0,140.0,40,1,19,1,1,1,6,6,15.571428571428571,1,Graduate
152.3,161.0,1,1,19,0,1,1,6,6,15.571428571428571,1,Graduate
112.5,133.1,19,37,37,0,2,1,6,5,13.8,1,Graduate
101.0,150.0,1,19,37,0,2,1,5,3,10.666666666666666,0,Dropout
112.3,113.0,1,1,38,1,1,1,6,5,11.6,1,Graduate
114.0,140.0,1,34,34,1,1,1,6,1,13.0,0,Dropout
130.0,130.0,3,38,38,0,1,1,5,3,12.0,1,Graduate
121.5,120.0,1,37,34,0,1,1,14,12,12.333333333333334,1,Graduate
130.0,130.0,3,37,38,0,1,1,6,1,11.0,0,Dropout
125.7,120.0,1,37,37,0,2,1,6,4,12.25,0,Dropout
128.0,140.0,1,37,37,1,1,1,7,0,0.0,0,Dropout
120.0,133.1,19,38,1,0,4,1,8,8,13.63,1,Graduate
117.8,130.0,1,37,37,1,1,1,5,3,13.0,1,Graduate
169.7,176.0,1,3,38,0,1,1,7,7,16.9,1,Graduate
117.7,124.0,1,19,19,1,1,1,6,5,12.0,1,Graduate
121.8,120.0,39,19,37,1,1,1,6,6,12.5,1,Graduate
128.3,140.0,1,1,1,1,1,1,8,7,12.764285714285714,1,Graduate
132.2,143.0,1,19,38,1,1,1,5,5,13.75,1,Graduate
134.3,136.0,1,39,1,1,1,1,0,0,0.0,1,Dropout
123.4,132.0,1,19,1,0,1,1,7,7,14.604285714285712,1,Graduate
121.7,133.1,19,19,39,0,2,1,5,0,0.0,0,Dropout
130.0,100.0,19,1,19,0,2,1,6,5,13.833333333333334,1,Graduate
126.5,137.0,1,19,38,1,1,1,8,8,13.57625,1,Graduate
159.7,153.0,1,38,38,1,1,1,6,6,15.142857142857142,1,Graduate
151.3,160.0,1,9,19,0,1,1,5,3,10.666666666666666,1,Graduate
138.0,145.0,1,38,38,1,1,1,6,5,11.2,1,Graduate
126.5,137.0,1,38,38,1,1,1,8,8,13.76375,1,Graduate
112.3,120.0,1,19,38,0,1,1,6,5,10.714285714285714,1,Graduate
127.3,122.0,1,1,19,1,1,1,6,6,12.166666666666666,1,Graduate
130.0,130.0,3,19,38,1,1,1,7,6,14.357142857142858,1,Graduate
115.0,133.1,1,3,1,1,1,1,6,6,12.833333333333334,1,Graduate
131.5,150.0,1,1,37,1,1,1,8,7,13.925714285714283,1,Graduate
125.7,133.1,1,19,38,0,1,1,5,2,12.0,1,Dropout
126.8,141.0,1,1,37,1,1,1,7,7,13.44285714285714,1,Graduate
132.4,146.0,1,1,37,1,1,1,5,1,16.0,1,Dropout
150.0,150.0,39,38,37,1,1,1,6,6,13.125,1,Graduate
95.0,133.1,1,3,1,0,1,1,6,0,0.0,1,Dropout
128.2,120.0,1,37,37,0,1,1,9,5,11.4,0,Dropout
130.0,150.0,1,19,19,0,2,1,4,2,11.0,0,Dropout
159.9,140.0,39,19,3,1,1,1,6,5,13.666666666666666,1,Graduate
100.0,140.0,1,37,37,0,2,1,6,4,11.75,0,Dropout
116.5,133.1,1,37,37,0,2,1,7,1,10.0,1,Dropout
120.0,128.0,1,19,19,0,1,1,6,6,13.5,1,Graduate
117.0,117.0,1,19,19,1,1,1,6,0,0.0,1,Dropout
118.1,124.0,1,38,37,1,1,1,6,3,13.0,0,Dropout
153.5,158.0,1,19,39,1,1,1,6,6,14.833333333333334,1,Graduate
127.9,137.0,1,38,37,1,1,1,6,6,11.833333333333334,1,Graduate
118.8,123.0,1,38,38,1,1,1,6,5,12.0,1,Graduate
126.7,126.0,1,38,38,1,1,1,6,4,12.75,1,Graduate
110.0,133.1,1,3,1,1,4,1,6,0,0.0,1,Dropout
115.0,115.0,1,19,38,1,1,1,6,6,12.0,1,Graduate
119.0,132.0,1,38,37,1,1,1,7,7,11.677777777777775,1,Graduate
121.8,132.0,1,1,37,1,1,1,8,7,13.6,1,Graduate
133.4,143.0,1,19,38,1,1,1,6,6,16.0,1,Graduate
131.4,137.0,1,1,1,1,1,1,6,5,11.8,1,Graduate
135.0,130.0,1,19,37,0,1,1,5,0,0.0,1,Dropout
122.8,121.0,1,19,19,0,1,1,6,0,0.0,1,Dropout
140.0,130.0,1,37,19,0,2,1,6,6,16.142857142857142,1,Graduate
125.3,135.0,1,38,37,1,1,1,8,7,11.785714285714286,1,Graduate
126.3,137.0,1,1,1,1,1,1,8,8,13.42375,1,Graduate
100.0,100.0,1,38,38,0,1,1,6,6,12.5,1,Graduate
121.3,127.0,1,19,37,1,1,1,8,7,12.464285714285714,1,Graduate
120.0,140.0,1,37,37,0,1,1,6,1,10.0,1,Dropout
129.7,131.0,1,19,38,1,1,1,5,5,12.6,1,Graduate
132.1,151.0,1,38,37,1,2,1,5,2,10.0,1,Dropout
120.3,130.0,1,37,37,0,2,1,7,0,0.0,1,Dropout
120.0,120.0,40,37,37,0,1,1,5,5,11.6,1,Graduate
123.1,136.0,1,19,19,1,1,1,6,6,12.166666666666666,1,Graduate
119.4,125.0,1,1,19,1,1,1,6,4,13.6,1,Graduate
140.0,133.1,1,37,37,0,2,1,5,4,12.5,0,Dropout
113.0,120.0,1,19,37,1,1,1,6,6,11.714285714285714,1,Graduate
133.9,143.0,1,19,19,1,1,11,6,6,13.5,1,Graduate
115.5,133.1,1,38,19,1,1,1,8,7,13.024285714285714,1,Graduate
116.5,121.0,1,1,19,1,1,1,6,0,0.0,0,Dropout
171.2,168.0,1,19,19,0,1,1,5,5,17.333333333333332,1,Graduate
119.1,124.0,1,19,37,0,1,1,5,4,11.0,1,Graduate
121.1,127.0,1,19,38,1,1,1,7,6,13.666666666666666,1,Dropout
132.8,137.0,1,19,1,0,1,1,6,6,12.833333333333334,1,Graduate
126.7,120.0,1,36,37,1,1,1,6,5,12.6,1,Graduate
105.8,110.0,1,19,19,1,1,1,7,6,14.333333333333334,1,Graduate
140.0,143.0,1,38,38,0,1,1,8,7,14.285714285714286,1,Graduate
120.0,120.0,39,1,19,0,1,1,6,3,11.75,1,Dropout
119.5,124.0,1,4,12,1,1,11,5,5,14.8,1,Graduate
153.9,168.0,1,1,41,0,2,1,6,0,0.0,0,Dropout
130.0,133.1,19,1,1,0,2,1,6,1,10.0,1,Dropout
107.0,150.0,1,34,34,1,1,1,5,0,0.0,1,Dropout
132.8,140.0,1,37,37,0,1,1,7,4,12.6,1,Dropout
127.5,145.0,1,2,37,1,1,1,5,5,12.428571428571429,1,Graduate
122.0,123.0,1,1,19,0,1,1,5,3,12.333333333333334,1,Dropout
114.8,120.0,1,3,19,1,1,1,6,0,0.0,0,Dropout
140.0,140.0,39,3,3,0,1,1,0,0,0.0,1,Graduate
111.0,126.0,1,3,3,0,1,1,11,10,12.1,1,Graduate
133.2,137.0,1,1,19,1,1,1,6,6,14.714285714285714,1,Graduate
123.0,130.0,1,19,19,1,1,1,6,6,12.666666666666666,1,Graduate
150.0,150.0,42,1,38,0,1,1,12,12,14.384615384615383,1,Graduate
132.3,147.0,1,19,38,1,1,1,5,5,13.4,1,Graduate
126.0,140.0,1,37,38,1,1,1,8,7,13.314285714285717,1,Graduate
119.3,132.0,1,38,38,1,1,1,8,7,11.98857142857143,1,Graduate
133.8,130.0,42,1,19,1,1,1,11,11,11.545454545454543,1,Graduate
126.5,130.0,1,37,37,1,1,1,6,6,16.46153846153846,1,Graduate
138.4,151.0,1,38,37,1,1,1,6,6,13.666666666666666,1,Graduate
129.0,144.0,1,3,39,1,1,1,7,7,12.65,1,Dropout
129.8,131.0,1,19,37,1,1,1,7,6,14.37,1,Graduate
128.3,130.0,1,34,38,1,1,1,6,3,12.0,0,Dropout
130.0,130.0,1,1,19,0,1,1,6,4,12.0,1,Dropout
121.9,131.0,1,1,38,1,1,1,6,5,12.6,1,Graduate
129.4,135.0,3,1,38,0,1,1,6,6,12.166666666666666,1,Graduate
125.5,145.0,1,38,38,1,1,1,8,8,13.76375,1,Graduate
117.8,118.0,1,38,38,1,1,1,7,6,12.4,1,Graduate
139.0,152.0,1,37,37,1,1,1,7,6,14.333333333333334,1,Graduate
137.7,137.0,1,34,38,1,1,1,6,1,10.0,0,Dropout
113.6,123.0,1,1,1,1,1,1,7,7,14.69625,1,Graduate
128.5,131.0,1,19,38,0,1,1,7,7,12.855555555555556,1,Graduate
142.8,141.0,1,1,1,0,1,1,7,7,13.7,1,Graduate
137.7,144.0,1,3,1,0,1,1,5,0,0.0,0,Dropout
123.2,133.0,1,38,38,0,1,1,7,7,13.285714285714286,1,Graduate
120.0,120.0,1,1,19,1,1,1,6,5,11.5,1,Dropout
119.3,130.0,1,37,38,1,1,1,8,7,11.4,1,Graduate
121.0,120.0,1,37,37,0,1,1,6,6,12.333333333333334,1,Graduate
139.4,138.0,1,19,19,1,1,1,6,5,12.8,1,Graduate
113.9,124.0,1,19,38,1,1,1,5,5,12.0,1,Graduate
124.6,133.0,1,37,37,1,1,1,6,5,13.0,1,Graduate
123.8,122.0,1,1,1,1,1,1,6,6,11.833333333333334,0,Dropout
126.3,138.0,1,1,3,1,1,1,6,6,14.0,1,Graduate
120.4,134.0,1,1,1,1,1,1,6,6,12.333333333333334,1,Graduate
139.9,133.1,19,19,19,1,1,1,6,6,12.5,1,Graduate
133.3,142.0,1,1,1,1,1,1,0,0,0.0,1,Graduate
126.0,141.0,1,19,19,1,1,1,8,7,15.657142857142857,1,Graduate
133.5,145.0,1,1,19,0,1,1,6,6,12.166666666666666,1,Graduate
127.9,145.0,1,38,19,1,1,1,6,0,0.0,1,Dropout
102.5,140.0,1,34,37,0,1,1,6,4,11.75,1,Dropout
97.0,133.1,19,19,1,0,1,1,5,0,0.0,0,Dropout
134.7,128.0,1,1,1,0,1,1,0,0,0.0,0,Dropout
113.8,120.0,1,19,37,0,1,1,5,0,0.0,0,Dropout
116.9,120.0,1,3,1,0,1,1,5,1,13.0,1,Dropout
124.0,139.0,1,37,38,1,1,1,8,7,13.331428571428573,1,Graduate
117.5,139.3,1,38,38,0,1,1,6,0,0.0,1,Dropout
154.8,150.0,39,19,1,1,1,1,0,0,0.0,1,Graduate
141.0,138.0,1,19,37,0,1,1,7,6,13.7,1,Graduate
120.0,133.1,9,6,22,0,1,1,5,0,0.0,0,Dropout
133.6,136.0,1,1,19,1,1,1,9,9,13.454545454545457,1,Dropout
122.0,134.0,1,38,38,1,1,1,8,7,12.2,1,Graduate
120.0,140.0,1,19,19,1,1,1,5,3,10.0,1,Dropout
114.2,110.0,42,1,19,0,1,1,6,5,13.0,1,Graduate
95.5,133.1,38,38,37,0,1,1,6,6,12.0,1,Graduate
120.0,129.0,1,1,1,0,1,1,8,7,15.028571428571428,1,Graduate
111.1,116.0,1,1,19,0,1,1,6,6,12.0,1,Graduate
128.6,130.0,1,1,38,1,1,1,6,5,12.0,1,Graduate
130.0,130.0,3,1,37,0,1,1,7,3,13.666666666666666,0,Dropout
111.1,116.0,1,38,1,0,1,1,0,0,0.0,1,Dropout
134.4,147.0,1,37,19,1,1,1,0,0,0.0,1,Graduate
131.0,117.0,1,19,37,1,1,1,6,1,14.0,0,Dropout
125.0,141.0,1,1,1,0,1,1,6,0,0.0,1,Dropout
106.0,133.1,1,3,19,1,1,1,7,7,12.375,1,Graduate
128.0,133.1,1,38,19,1,1,1,7,0,0.0,0,Dropout
120.0,120.0,3,1,19,1,1,1,18,18,11.421052631578949,1,Graduate
134.8,148.0,1,19,38,1,1,1,7,6,13.35,1,Graduate
112.0,130.0,1,1,1,1,1,1,6,6,15.0,1,Graduate
116.1,120.0,1,19,37,1,1,1,5,2,10.5,1,Dropout
120.0,120.0,1,2,3,1,1,1,6,0,0.0,0,Dropout
119.7,133.0,1,37,37,1,1,1,5,5,13.25,1,Graduate
117.1,129.0,1,37,13,1,1,1,5,0,0.0,1,Dropout
131.0,140.0,1,1,1,1,1,1,8,8,13.88125,1,Graduate
130.9,127.0,1,3,19,1,1,1,6,6,11.333333333333334,1,Graduate
134.9,131.0,1,19,19,1,1,1,0,0,0.0,1,Dropout
127.1,132.0,1,1,19,1,1,1,6,6,12.857142857142858,1,Graduate
110.2,113.0,1,38,38,1,1,1,6,5,11.6,1,Graduate
108.7,115.0,1,12,1,1,1,1,6,5,11.4,1,Graduate
147.7,150.0,39,12,37,0,1,1,7,7,13.571428571428571,1,Graduate
123.0,133.1,19,37,38,0,2,1,7,6,11.833333333333334,1,Graduate
142.8,141.0,1,19,19,0,1,1,7,7,14.428571428571429,1,Graduate
125.2,136.0,1,38,38,1,1,1,6,6,12.285714285714286,1,Graduate
141.8,140.0,1,12,1,0,1,1,5,5,14.4,1,Graduate
130.6,143.0,1,38,1,1,1,1,7,7,13.15,1,Graduate
130.0,130.0,39,2,37,0,1,22,5,0,0.0,0,Dropout
100.0,133.1,1,1,3,0,1,41,5,0,0.0,1,Dropout
119.0,129.0,1,38,37,1,1,1,8,7,12.342857142857143,1,Graduate
122.2,118.0,1,11,34,1,1,1,6,4,10.5,1,Dropout
150.0,150.0,1,38,1,0,1,1,5,5,10.6,1,Graduate
135.5,133.1,19,37,37,0,1,1,6,0,0.0,1,Dropout
127.3,122.0,1,19,37,1,1,1,6,4,11.25,1,Graduate
127.0,127.0,1,37,37,1,1,22,9,6,10.5,1,Graduate
127.5,131.0,1,19,1,1,1,1,7,7,13.457142857142856,1,Graduate
122.0,130.0,1,19,19,0,1,1,5,5,12.6,1,Graduate
115.8,130.0,1,19,19,0,1,1,6,0,0.0,0,Dropout
121.6,130.0,1,3,19,0,1,1,6,6,13.666666666666666,1,Graduate
116.4,122.0,1,19,19,1,1,1,5,5,11.6,1,Graduate
120.0,114.0,1,38,38,0,1,1,6,6,12.571428571428571,1,Dropout
127.3,143.0,1,37,37,1,1,1,6,5,11.8,1,Dropout
125.6,141.0,1,19,38,1,1,1,6,6,11.333333333333334,1,Graduate
118.5,129.0,1,38,38,1,1,1,6,6,10.666666666666666,1,Graduate
134.6,137.0,1,19,19,1,1,1,0,0,0.0,1,Graduate
140.0,140.0,1,4,4,0,1,1,6,6,13.333333333333334,1,Graduate
117.9,120.0,1,19,38,1,1,1,6,5,13.0,1,Graduate
128.0,144.0,1,38,38,1,1,1,8,7,12.90857142857143,1,Graduate
113.2,123.0,1,1,12,1,1,1,6,4,12.0,1,Dropout
156.9,152.0,1,1,38,1,1,1,6,6,15.333333333333334,1,Graduate
100.0,133.1,1,41,1,0,1,41,7,6,13.0,0,Dropout
101.0,140.0,1,37,37,0,2,1,6,6,12.5,1,Graduate
121.5,133.0,1,1,1,1,1,1,6,6,13.0,1,Graduate
126.8,138.0,1,38,37,1,1,1,5,4,11.75,1,Graduate
132.9,142.0,1,19,19,0,1,1,5,4,12.5,1,Graduate
134.3,115.0,1,1,1,1,1,1,17,17,11.61111111111111,1,Graduate
120.5,125.0,1,1,1,1,1,1,6,6,14.0,1,Graduate
144.1,170.0,1,1,4,1,1,1,6,0,0.0,0,Dropout
100.0,140.0,1,1,1,0,1,1,5,5,13.8,1,Graduate
114.8,110.0,1,4,19,1,1,1,5,0,0.0,0,Dropout
111.9,114.0,1,3,29,0,1,1,0,0,0.0,0,Dropout
125.4,138.0,1,1,19,1,1,1,5,4,12.25,1,Dropout
140.0,140.0,39,37,37,0,1,1,6,3,11.5,1,Dropout
140.0,140.0,39,1,19,0,1,1,7,6,12.571428571428571,1,Graduate
127.8,132.0,1,2,1,0,1,1,6,6,12.0,1,Dropout
131.6,148.0,1,19,37,1,1,1,12,11,12.0,1,Graduate
119.4,132.0,1,1,1,1,1,1,0,0,0.0,1,Dropout
129.9,126.0,1,19,37,1,1,1,7,6,12.0,1,Graduate
113.4,120.0,1,1,37,1,1,1,5,0,0.0,1,Dropout
112.0,119.0,1,37,37,1,1,1,5,0,0.0,0,Dropout
140.0,120.0,1,38,37,0,1,1,6,4,10.5,1,Dropout
150.0,150.0,39,38,38,1,1,1,6,5,12.857142857142858,1,Graduate
150.0,140.0,1,1,19,0,1,1,5,2,13.0,1,Dropout
116.2,116.0,1,34,34,0,1,1,11,11,12.454545454545457,1,Graduate
120.4,120.0,1,10,12,1,1,1,5,3,11.0,1,Dropout
155.0,170.0,1,1,19,0,1,1,6,6,15.5,1,Graduate
123.4,123.0,1,1,1,1,1,1,6,6,12.333333333333334,1,Graduate
126.2,130.0,1,19,38,0,1,1,6,6,11.333333333333334,1,Graduate
120.5,117.0,1,37,37,1,1,1,6,0,0.0,1,Dropout
122.5,130.0,1,19,38,0,1,1,5,4,12.0,1,Graduate
139.2,133.0,1,37,37,1,1,1,5,2,12.5,1,Dropout
131.2,128.0,1,2,1,1,1,1,12,12,13.666666666666666,1,Graduate
120.0,133.1,1,1,19,0,2,1,6,2,14.5,0,Dropout
116.7,123.0,1,1,1,1,1,1,6,4,13.2,1,Dropout
150.0,150.0,42,1,1,1,1,1,7,5,12.166666666666666,1,Dropout
117.5,133.1,19,37,37,0,4,1,6,4,11.25,1,Graduate
137.6,140.0,1,3,1,1,1,1,6,6,15.166666666666666,1,Graduate
124.3,126.0,1,1,1,0,1,1,6,6,11.166666666666666,1,Graduate
116.0,133.1,19,37,37,0,1,1,7,6,10.983333333333334,1,Graduate
121.4,121.0,1,19,1,1,1,1,6,4,10.75,1,Graduate
142.8,140.0,42,1,3,1,1,1,12,11,13.384615384615383,0,Graduate
125.0,131.0,1,19,37,0,1,1,6,0,0.0,1,Dropout
126.1,124.0,1,19,19,1,1,1,5,4,13.0,1,Graduate
155.8,120.0,1,37,37,0,2,1,6,6,16.11111111111111,1,Graduate
116.0,133.1,1,1,3,0,1,1,6,6,11.5,1,Graduate
110.0,110.0,39,3,4,1,1,1,6,4,10.75,1,Dropout
97.2,133.1,19,19,1,1,1,1,6,4,11.6,1,Graduate
100.0,133.1,19,1,3,0,1,1,7,0,0.0,1,Dropout
140.0,140.0,40,3,1,0,1,1,5,5,13.8,1,Graduate
128.0,130.0,1,1,37,1,1,1,7,7,13.585714285714284,1,Graduate
115.3,110.0,1,1,1,1,1,1,6,6,13.857142857142858,1,Graduate
160.0,160.0,39,1,38,1,1,1,6,6,13.444444444444445,1,Graduate
133.1,138.0,1,38,37,0,1,1,6,6,14.0,1,Graduate
119.0,126.0,1,1,1,1,1,1,6,1,12.0,1,Dropout
156.0,120.0,1,37,19,1,2,1,5,5,14.2,1,Graduate
123.1,122.0,1,38,38,1,1,1,6,3,11.0,0,Dropout
136.1,134.0,1,19,37,1,1,1,0,0,0.0,1,Graduate
132.7,134.0,1,19,37,1,1,1,13,13,14.0,1,Graduate
128.2,140.0,1,1,1,0,1,100,7,0,0.0,1,Dropout
126.7,127.0,1,1,1,1,1,1,1,0,0.0,0,Dropout
156.3,143.0,1,19,37,1,1,1,0,0,0.0,1,Graduate
116.1,115.0,1,3,1,1,1,24,6,6,13.5,1,Graduate
123.8,131.0,1,19,37,1,1,1,7,0,0.0,1,Dropout
153.0,146.0,1,19,37,1,1,1,17,17,13.38888888888889,1,Graduate
140.0,140.0,5,19,1,1,1,1,7,0,0.0,0,Dropout
131.9,135.0,1,19,1,1,1,1,12,12,13.583333333333334,1,Graduate
140.0,133.1,12,1,1,1,1,1,5,0,0.0,0,Dropout
115.0,120.0,1,19,19,1,1,1,5,1,10.0,1,Dropout
168.0,133.1,1,37,37,0,2,1,5,5,15.2,1,Graduate
101.3,130.0,1,19,1,1,1,1,6,4,12.8,1,Dropout
122.6,125.0,1,19,1,0,1,1,5,5,11.166666666666666,1,Dropout
132.3,151.0,1,1,1,0,1,1,8,7,12.828571428571427,1,Graduate
111.7,112.0,1,1,1,0,1,1,6,6,12.5,0,Dropout
98.7,120.0,1,37,37,0,1,1,5,3,10.0,1,Graduate
140.0,140.0,1,19,1,1,1,26,6,6,11.5,0,Graduate
140.0,140.0,1,3,3,1,1,24,8,7,11.328571428571427,0,Dropout
133.8,143.0,1,38,1,1,1,1,7,6,13.033333333333331,1,Graduate
100.0,133.1,1,37,37,0,2,41,6,6,12.166666666666666,1,Graduate
130.8,136.0,1,1,38,1,1,1,5,5,14.4,1,Graduate
106.2,130.0,1,37,19,1,1,1,7,0,0.0,1,Dropout
125.6,141.0,1,38,19,1,1,1,6,6,12.666666666666666,1,Graduate
117.5,121.0,1,38,19,1,1,1,6,2,12.0,0,Dropout
122.5,120.0,3,37,37,0,2,1,5,0,0.0,0,Dropout
132.9,129.0,1,38,37,1,1,1,5,3,11.666666666666666,1,Dropout
